Publication Year,Author,Title,ISSN,DOI,"About, in title (W=women, M=men, W&M = women & men, X=not mentioned)","theme (phys ed (or just ed) and recreation, PE; sports; research study, RS; research study (methods), RS (M); other, OTH)","RACE MENT, FATIGUE",NOTES,"Author sex (M, W or F, x = unknown b/c only 1st initial"
1940,,Proceedings of the American Physiological Society,0002-9513,10.1152/ajplegacy.1940.129.2.p297,,,,,
1940,Herbert C. Miller; Daniel C. Darrow,The Effect of Changes in Muscle Electrolyte on the Response of Skeletal Muscle to Tetanic Stimulation With Particular Reference to Potassium,0002-9513,10.1152/ajplegacy.1940.129.2.264,,,,,
1940,Dwight J. Ingle,"The Work Performance of Adrenalectomized Rats Maintained on a High Sodium Chloride, Low Potassium Diet",0002-9513,10.1152/ajplegacy.1940.129.2.278,,,,,
1940,Robert H. Trimby; Hayden C. Nicholson,Some Observations on the Nature of the Respiratory Waves in Arterial Blood Pressure,0002-9513,10.1152/ajplegacy.1940.129.2.289,,,,,
1940,J. K. Lamar; Landrum B. Shettles; Eleanor Delfs,Cyclic Penetrability of Human Cervical Mucus to Spermatozoa in Vitro,0002-9513,10.1152/ajplegacy.1940.129.2.234,,,,,
1940,B. G. P. Shafiroff; J. R. Bierman,The Absorption of Radio-Opaque Substances From the Experimentally Obstructed Gall Bladder,0002-9513,10.1152/ajplegacy.1940.129.3.703,,,,,
1940,Elizabeth E. Painter,Total Body Water in the Dog,0002-9513,10.1152/ajplegacy.1940.129.3.744,,,,,
1940,Eric Ogden; Lewis T. Brown; Ernest W. Page,The Increased Sensitivity of Arterial Muscle in the Prehypertensive Phase of Experimental Renal Hypertension,0002-9513,10.1152/ajplegacy.1940.129.3.560,,,,,
1940,Alan C. Burton; Ryan M. Taylor,A Study of the Adjustment of Peripheral Vascular Tone to the Requirements of the Regulation of Body Temperature,0002-9513,10.1152/ajplegacy.1940.129.3.565,,,,,
1940,Herbert Elftman,The Work Done by Muscles in Running,0002-9513,10.1152/ajplegacy.1940.129.3.672,,,,,
1940,Edwin P. Hiatt,Extreme Hypochloremia in Dogs Induced by Nitrate Administration,0002-9513,10.1152/ajplegacy.1940.129.3.597,,,,,
1940,Arthur E. Laidlaw; Margaret A. Kennard,Effects of Anesthesia on the Blood Supply to the Hypothalamus,0002-9513,10.1152/ajplegacy.1940.129.3.650,,,,,
1940,A. Van Harreveld,On Spinal Shock,0002-9513,10.1152/ajplegacy.1940.129.3.515,,,,,
1940,Louis A. Toth,Urine Excretion During Anoxia From Normal and Denervated Kidneys in Dogs With and Without Adrenal Glands,0002-9513,10.1152/ajplegacy.1940.129.3.532,,,,,
1940,F. A. Hellebrandt; Elizabeth Brogdon; Rubye H. Tepper,Posture and Its Cost,0002-9513,10.1152/ajplegacy.1940.129.3.773,,,,,
1940,George W. Stavraky,The Partition of Nitrogen in the Submaxillary Saliva Evoked by Chorda Tympani Stimulation in the Cat,0002-9513,10.1152/ajplegacy.1940.129.3.539,,,,,
1940,Robert Hodes,Irreciprocal Innervation of the Heart During Cerebral Anemia,0002-9513,10.1152/ajplegacy.1940.129.3.585,,,,,
1940,Walter B. Shelley; Allan Hemingway,"The Effects of Thermal Polypnea on the Energy Metabolism, Respiratory Quotient, and Water Loss of Dogs",0002-9513,10.1152/ajplegacy.1940.129.3.623,,,,,
1940,A. T. Miller,Acclimatization to Carbon Dioxide,0002-9513,10.1152/ajplegacy.1940.129.3.524,,,,,
1940,Edward J. Van Liere; Paul E. Vaughan,The Influence of Anoxia on the Absorption of Sodium Chloride and Sodium Sulphate From the Small Intestine,0002-9513,10.1152/ajplegacy.1940.129.3.618,,,,,
1940,Valy Menkin,Effect of Adrenal Cortex Extract on Capillary Permeability,0002-9513,10.1152/ajplegacy.1940.129.3.691,,,,,
1940,Eldon M. Boyd; K. J. Clark; Alan Smith,The Intake of Water by Frogs During Their Reaction to Pituitrin,0002-9513,10.1152/ajplegacy.1940.129.3.645,,,,,
1940,D. W. Yuen; L. J. Poo; William D. Lew; T. Addis,"Protein Anabolism in the Heart, Kidney and Liver After Consumption of Various Food Proteins",0002-9513,10.1152/ajplegacy.1940.129.3.685,,,,,
1940,Horace W. Davenport,The Inhibition of Carbonic Anhydrase and of Gastric Acid Secretion by Thiocyanate,0002-9513,10.1152/ajplegacy.1940.129.3.505,,,,,
1940,Samuel Soskin; Rachmiel Levine,On the Mode of Action of Insulin,0002-9513,10.1152/ajplegacy.1940.129.3.782,,,,,
1940,L. J. Zeldis,The Effect of Combinations of Amniotin and Progesterone on the Uterine Weights of Rats and Mice,0002-9513,10.1152/ajplegacy.1940.129.3.546,,,,,
1940,Charles C. Roby; Sydney Smith; Carl C. Pfeiffer,The Attenuation of Parathyro-Prival Tetany by Previous Vagal Section Above the Diaphragm,0002-9513,10.1152/ajplegacy.1940.129.3.766,,,,,
1940,H. D. Anderson; Brent L. Johnson; Andrew Arnold,The Composition of Dog's Milk,0002-9513,10.1152/ajplegacy.1940.129.3.631,,,,,
1940,Frank W Maurer; Madeleine F. Warren; Cecil K. Drinker,The Composition of Mammalian Pericardial and Peritoneal Fluids,0002-9513,10.1152/ajplegacy.1940.129.3.635,,,,,
1940,A. C. Corcoran; Irvine H. Page,The Effects of Renin on Renal Blood Flow and Glomerular Filtration,0002-9513,10.1152/ajplegacy.1940.129.3.698,,,,,
1940,John S. Gray; E. Wieczorowski; C. U. Culmer; J. L. Adkison,The Presence of Pyrogen in Urine and Its Separation From Urogastrone,0002-9513,10.1152/ajplegacy.1940.129.3.589,,,,,
1940,Carl J. Pfeiffer; Robert H. Dreisbach; Howard G. Glass; Charles C. Roby,Calcium and Potassium Changes in the Blood and Urine of the Dog During Excitement and After Bilateral Vagal Section,0002-9513,10.1152/ajplegacy.1940.129.3.756,,,,,
1940,Earl R. Loew; John S. Gray; A. C. Ivy,Is a Duodenal Hormone Involved in Carbohydrate Metabolism?,0002-9513,10.1152/ajplegacy.1940.129.3.659,,,,,
1940,Ernst Gellhorn; A. Packer,Studies on the Interaction of Hypoglycemia and Anoxia,0002-9513,10.1152/ajplegacy.1940.129.3.610,,,,,
1940,John M. Brookhart,The Respiratory Effects of Localized Faradic Stimulation of the Medulla Oblongata,0002-9513,10.1152/ajplegacy.1940.129.3.709,,,,,
1940,Earl O. Butcher,The Effects of Irritants and Thyroxin on Hair Growth in Albino Rats,0002-9513,10.1152/ajplegacy.1940.129.3.553,,,,,
1940,Gerhard Katz,The Action of Anesthesia on the Histamine Release in Anaphylactic Shock,0002-9513,10.1152/ajplegacy.1940.129.3.735,,,,,
1940,Harry B. Friedgood; S. Bevin; U. Uotila,Augmentation of Thyrotropic Hormone Activity by Adrenaline or Pilocarpine,0002-9513,10.1152/ajplegacy.1940.129.3.724,,,,,
1940,Saul H. Rubin; Elaine P. Ralli,The Effect of Depancreatization and Ligation of the Pancreatic Ducts on the Blood and Liver Lipids of Dogs,0002-9513,10.1152/ajplegacy.1940.129.3.578,,,,,
1940,T. Cunliffe Barnes,The Combined Effects of Heavy Water and Adrenalin on the Rate and Action Current of the Excised Auricles of the Turtle,0002-9513,10.1152/ajplegacy.1940.129.3.664,,,,,
1940,Cecil K. Drinker; Madeleine F. Warren; Frank W Maurer; Jane D. McCarrell,"The Flow, Pressure, and Composition of Cardiac Lymph",0002-9513,10.1152/ajplegacy.1940.130.1.43,,,,,
1940,Donald E. Gregg; Harold D. Green,Registration and Interpretation of Normal Phasic Inflow Into a Left Coronary Artery by an Improved Differential Manometric Method,0002-9513,10.1152/ajplegacy.1940.130.1.114,,,,,
1940,Helen M. Sweeney,Do the Carotid Sinuses Exert a Pressor Activity When the Systemic Blood Pressure Is Low?,0002-9513,10.1152/ajplegacy.1940.130.1.186,,,,,
1940,W. B. Cannon; A. Rosenblueth,Some Conditions Affecting the Late Stages of Neuromuscular Transmission,0002-9513,10.1152/ajplegacy.1940.130.1.219,,,,,
1940,Richard H. Barnes; Douglas R. Drury; Paul O. Greeley; Arne N. Wick,Utilization of the Ketone Bodies in Normal Animals and in Those With Ketosis,0002-9513,10.1152/ajplegacy.1940.130.1.144,,,,,
1940,Irvine H. Page,Demonstration of the Liberation of Renin Into the Blood Stream From Kidneys of Animals Made Hypertensive by Cellophane Perinephritis,0002-9513,10.1152/ajplegacy.1940.130.1.22,,,,,
1940,Max Berg; Alvin Mayne; William F. Petersen,VARIABILITY OF BLOOD pH AND ITS ASSOCIATION WITH METEOROLOGICAL FACTORS,0002-9513,10.1152/ajplegacy.1940.130.1.9,,,,,
1940,R. D. Templeton; Harry F. Adler,The Relation of Transportation Force to Motility in the Colon of the Dog,0002-9513,10.1152/ajplegacy.1940.130.1.69,,,,,
1940,Fred R. Griffith; F. E. Emery; Julia E. Lockwood,The Effect of Adrenalin on Carbon Dioxide Output and Respiratory Quotient: Proportionality With Dose,0002-9513,10.1152/ajplegacy.1940.130.1.197,,,,,
1940,Janet T. Dingle; Gerald T. Kent; Lowell L. Williams; Carl J. Wiggers,A Study of Alleged Quantitative Criteria of Vasomotor Action,0002-9513,10.1152/ajplegacy.1940.130.1.63,,,,,
1940,Harold D. Green; Donald E. Gregg,"Changes in the Coronary Circulation Following Increased Aortic Pressure, Augmented Cardiac Output, Ischemia and Valve Lesions",0002-9513,10.1152/ajplegacy.1940.130.1.126,,,,,
1940,W. B. Youmans; H. F. Haney; K. W. Aumann,Relation of the Groups of the Adrenalin Molecule to Its Cardio-Accelerator Action,0002-9513,10.1152/ajplegacy.1940.130.1.190,,,,,
1940,Irvine H. Page,Difference in the Activating Effect of Normal and Hypertensive Plasma on Intestinal Segments Treated With Renin,0002-9513,10.1152/ajplegacy.1940.130.1.29,,,,,
1940,Alrick B. Hertzman; John Dillon,"Distinction Between Arterial, Venous and Flow Components in Photoelectric Plethysmography in Man",0002-9513,10.1152/ajplegacy.1940.130.1.177,,,,,
1940,Jane D. McCarrell,The Effects of Hyperthermia and Hypothermia on Cervical Lymph Flow,0002-9513,10.1152/ajplegacy.1940.130.1.34,,,,,
1940,H. J. Sugarman; Louis N. Katz; Aaron P. Sanders; K. Jochim,Observations on the Genesis of the Electrical Currents Established by Injury to the Heart,0002-9513,10.1152/ajplegacy.1940.130.1.130,,,,,
1940,Harold D. Green; Donald E. Gregg,The Relationship Between Differential Pressure and Blood Flow in a Coronary Artery,0002-9513,10.1152/ajplegacy.1940.130.1.97,,,,,
1940,S. C. Wang; Gregory Clark; F. L. Dey; S. W. Ranson,Further Study on the Gastro-Intestinal Motility Following Stimulation of the Hypothalamus,0002-9513,10.1152/ajplegacy.1940.130.1.81,,,,,
1940,Robert S. Harris; Dwight J. Ingle,The Capacity for Vigorous Muscular Activity of Normal Rats and of Rats After Removal of the Adrenal Medulla,0002-9513,10.1152/ajplegacy.1940.130.1.151,,,,,
1940,Kalmen A. Klinghoffer,The Distribution of Glucose Between Cells and Serum: Further Experiments With High Concentrations of Glucose,0002-9513,10.1152/ajplegacy.1940.130.1.89,,,,,
1940,A. Rosenblueth; W. B. Cannon,Some Features of the Early Stages of Neuromuscular Transmission,0002-9513,10.1152/ajplegacy.1940.130.1.205,,,,,
1940,S. C. Wang; Gregory Clark,Decussation of the Sacral Autonomic Pathways of the Bladder From the Hypothalamus,0002-9513,10.1152/ajplegacy.1940.130.1.74,,,,,
1940,Donald E. Gregg; Harold D. Green,"Effects of Viscosity, Ischemia, Cardiac Output and Aortic Pressure on Coronary Blood Flow Measured Under a Constant Perfusion Pressure",0002-9513,10.1152/ajplegacy.1940.130.1.108,,,,,
1940,William Dock,Vasoconstriction in Renal Hypertension Abolished by Pithing,0002-9513,10.1152/ajplegacy.1940.130.1.1,,,,,
1940,Cathrine A. Crismon; Robin V. Hanvey; J. Murray Luck,"The Effects of Epinephrine, Potassium, Pentobarbital and Insulin on the Concentration of Amino Acid Nitrogen in the Blood of Fasting Dogs",0002-9513,10.1152/ajplegacy.1940.130.1.171,,,,,
1940,Robert Gesell; Jack Lapides; Manuel Levin,The Interaction of Central and Peripheral Chemical Control of Breathing,0002-9513,10.1152/ajplegacy.1940.130.1.155,,,,,
1940,Alrick B. Hertzman; John Dillon,Reactions of Large and Small Arteries in Man to Vasoconstrictor Stimuli,0002-9513,10.1152/ajplegacy.1940.130.1.56,,,,,
1940,Vincent P. Dole; Robert S. Morison,A Note on the Question of Reflex Activation of Dorsal Root Dilators,0002-9513,10.1152/ajplegacy.1940.130.2.304,,,,,
1940,J. M. Little; Wendell C. Bennett,Acetylcholine Hydrolysis by the Frog's Sartorius Muscle,0002-9513,10.1152/ajplegacy.1940.130.2.281,,,,,
1940,Herbert Wells,The Balance of Physical Forces Which Determine the Rate and Direction of Flow of Fluid Through the Intestinal Mucosa,0002-9513,10.1152/ajplegacy.1940.130.2.410,,,,,
1940,Eldon M. Boyd; Norman D. Garand,Some Factors Which Influence the Inhibition of Water Loss in Albino Rats by Pituitrin,0002-9513,10.1152/ajplegacy.1940.130.2.403,,,,,
1940,Raymond R. Roepke; W. A. Hetherington,Osmotic Relation Between Aqueous Humor and Blood Plasma,0002-9513,10.1152/ajplegacy.1940.130.2.340,,,,,
1940,E. Neige Todhunter; Wilma D. Brewer,"The Ascorbic Acid, Phosphatase and Calcium Content of the Blood of Guinea Pigs With Varying Degrees of Scurvy",0002-9513,10.1152/ajplegacy.1940.130.2.310,,,,,
1940,J. M. Crismon; John C. Field,"The Oxygen Consumption in Vitro of Brain Cortex, Kidney, and Skeletal Muscle From Adrenalectomized Rats",0002-9513,10.1152/ajplegacy.1940.130.2.231,,,,,
1940,Theodore Koppanyi; Charles R. Linegar; Robert P. Herwick,"Analysis of the Vasopressor and Other ""Nicotinic"" Actions of Acetylcholine",0002-9513,10.1152/ajplegacy.1940.130.2.346,,,,,
1940,Ernst Gellhorn; William F. Kiely; Susan L. Hamilton,Influence of Carbon Dioxide on the Excitability of the Vasomotor Center in Hypoglycemia,0002-9513,10.1152/ajplegacy.1940.130.2.256,,,,,
1940,Boris Krichesky; William Pollock,A Histamine-Like Substance in the Post-Partum Rabbit Uterus,0002-9513,10.1152/ajplegacy.1940.130.2.319,,,,,
1940,Morris B. Bender; Edwin A. Weinstein,Actions of Adrenaline and Acetylcholine on the Denervated Iris of the Cat and Monkey,0002-9513,10.1152/ajplegacy.1940.130.2.268,,,,,
1940,Edward C. Persike,Involution of the Thymus of the Young Albino Rat Under Treatment With Testosterone Propionate,0002-9513,10.1152/ajplegacy.1940.130.2.384,,,,,
1940,A. C. Corcoran; Irvine H. Page,The Effects of Angiotonin on Renal Blood Flow and Glomerular Filtration,0002-9513,10.1152/ajplegacy.1940.130.2.335,,,,,
1940,Hans Selye,Adaptation to Estrogen Overdosage,0002-9513,10.1152/ajplegacy.1940.130.2.358,,,,,
1940,Marvin H. Kuizenga; John W. Nelson; George F. Cartland,Comparative Parenteral and Oral Assays of Adrenal Cortical Hormone Substances,0002-9513,10.1152/ajplegacy.1940.130.2.298,,,,,
1940,J. M. McKibbin; Simon Black; C. A. Elvehjem,The Essential Nature of Pantothenic Acid and Another Alkali Labile Factor in the Nutrition of the Dog,0002-9513,10.1152/ajplegacy.1940.130.2.365,,,,,
1940,P. O. Therman,The Action Potentials of the Squid Eye,0002-9513,10.1152/ajplegacy.1940.130.2.239,,,,,
1940,John S. Gray; J. L. Adkison; K. Zelle,The in Vitro Secretion of Acid by the Gastric Mucosa of the Frog,0002-9513,10.1152/ajplegacy.1940.130.2.327,,,,,
1940,Han-Hsun Shih; Janet Kennedy; Charles Huggins,Chemical Composition of Uterine Secretions,0002-9513,10.1152/ajplegacy.1940.130.2.287,,,,,
1940,Paul O. Greeley; Douglas R. Drury,The Glucose Utilization of Hepatectomized Diabetic Rabbits,0002-9513,10.1152/ajplegacy.1940.130.2.249,,,,,
1940,E. T. Waters; James Markowitz,Typical Anaphylaxis in the Dog in the Absence of the Liver,0002-9513,10.1152/ajplegacy.1940.130.2.379,,,,,
1940,Arne N. Wick; Eaton M. MacKay,Influence of Age on Ketosis,0002-9513,10.1152/ajplegacy.1940.130.2.332,,,,,
1940,Hebbel E. Hoff; Paul K. Smith; Alexander W. Winkler,Effects of Magnesium on the Nervous System in Relation to Its Concentration in Serum,0002-9513,10.1152/ajplegacy.1940.130.2.292,,,,,
1940,H. D. Anderson; E. J. Underwood; C. A. Elvehjem,Factors Affecting the Maintenance of Cobalt Polycythemia in the Rat,0002-9513,10.1152/ajplegacy.1940.130.2.373,,,,,
1940,George Marmont,Action Potential Artifacts From Single Nerve Fibers,0002-9513,10.1152/ajplegacy.1940.130.2.392,,,,,
1940,Ernst Gellhorn; A. Packer; J Feldman,Studies on Hypoglycemic and Anoxic Convulsions,0002-9513,10.1152/ajplegacy.1940.130.2.261,,,,,
1940,Sol Sherry; Gerald Friedman; Karl R. Paley; James I. Berkman; Elaine P. Ralli,The Mechanism of the Excretion of Vitamin C by the Dog Kidney,0002-9513,10.1152/ajplegacy.1940.130.2.276,,,,,
1940,Horace Olin Parrack,Excitability of the Excised and Circulated Frog's Sciatic Nerve,0002-9513,10.1152/ajplegacy.1940.130.3.481,,,,,
1940,A. M. Lands; Reginald A. Cutting; Paul Larson,The Size of the Extracellular Fluid Compartment Before and After Massive Infusions,0002-9513,10.1152/ajplegacy.1940.130.3.421,,,,,
1940,Josephine Ball,Frequent Failure of a Single Insemination to Activate the Corpora Lutea of the Rat Sufficiently for Implantation of Fertilized Ova,0002-9513,10.1152/ajplegacy.1940.130.3.471,,,,,
1940,Calvin T. Klopp,The Reactions of Partially Denervated Smooth Muscle to Adrenaline and Sympathin,0002-9513,10.1152/ajplegacy.1940.130.3.475,,,,,
1940,Benjamin W. Zweifach,The Distribution of Blood Perfusates in Capillary Circulation,0002-9513,10.1152/ajplegacy.1940.130.3.512,,,,,
1940,James C. Bean; David F. Bohr,Anoxic Effects of High Oxygen Pressure on Smooth Muscle,0002-9513,10.1152/ajplegacy.1940.130.3.445,,,,,
1940,S. Karady; B. Rose; J. S. L. Browne,Decrease of Histaminase in Tissue by Adrenalectomy and Its Restoration by Cortico-Adrenal Extract,0002-9513,10.1152/ajplegacy.1940.130.3.539,,,,,
1940,Paul Starr; R.C. Roskelley,A Comparison of the Effects of Cold and Thryrotropic Hormone on the Thyroid Gland,0002-9513,10.1152/ajplegacy.1940.130.3.549,,,,,
1940,H. L. White,Observations on the Behavior of Diodrast in the Dog,0002-9513,10.1152/ajplegacy.1940.130.3.454,,,,,
1940,Everett G. Weir,Further Observations on Total Chloride Content,0002-9513,10.1152/ajplegacy.1940.130.3.608,,,,,
1940,Caroline Tum Suden,Opacities of the Lens Induced by Adrenalin in the Mouse,0002-9513,10.1152/ajplegacy.1940.130.3.543,,,,,
1940,Gustav J. Martin,The Mechanism of the Action of Dicarboxylic Acids in Blood Coagulation,0002-9513,10.1152/ajplegacy.1940.130.3.574,,,,,
1940,John R. Williams; Arthur P. Grollman; Tinsley R. Harrison,The Reduction of the Blood Pressure of Hypertensive Dogs by the Administration of Renal Extract,0002-9513,10.1152/ajplegacy.1940.130.3.496,,,,,
1940,G. E. Wakerlin; W.L. Gaines,The Effect of Various Agents on the Blood Pressure of Renal Hypertensive Dogs,0002-9513,10.1152/ajplegacy.1940.130.3.568,,,,,
1940,H. L. White; Peter Heinbecker,Observations on Inulin and Diodrast Clearances and on Renal Plasma Flow in Normal and Hypophysectomized Dogs,0002-9513,10.1152/ajplegacy.1940.130.3.464,,,,,
1940,H. L. White,"The Effects of Phlorhizin on Renal Plasma Flow, on Glomerular Filtration and on the Tubular Excretion of Diodrast in the Dog",0002-9513,10.1152/ajplegacy.1940.130.3.582,,,,,
1940,A. Rosenblueth; Jérôme Reboul; A. M. Grass,"The Action of Alternating Currents Upon the Spike-Potential Magnitude, Conduction Velocity and Polarization of Nerve",0002-9513,10.1152/ajplegacy.1940.130.3.527,,,,,
1940,M. R. V. Sahyun,The Prolonged Action of Acidified Solution of Protamine Zinc Insulin,0002-9513,10.1152/ajplegacy.1940.130.3.521,,,,,
1940,T. Cunliffe Barnes,Modification of the Electrical Potential of Frog Skin by Acetylcholine,0002-9513,10.1152/ajplegacy.1940.130.3.557,,,,,
1940,Joseph W. Jailer,The Effect of Castration and Androgen Therapy on Creatine and Creatinine Excretion in Monkeys,0002-9513,10.1152/ajplegacy.1940.130.3.503,,,,,
1940,Leonard Grumbach; D. T. Wilber,Post-Tetanic Potentiation and Suppression in Muscle,0002-9513,10.1152/ajplegacy.1940.130.3.433,,,,,
1940,Erik Asmussen; James W. Wilson; D. B. Dill,Hormonal Influences on Carbohydrate Metabolism During Work,0002-9513,10.1152/ajplegacy.1940.130.3.600,,,,,
1940,Herman Kabat,The Greater Resistance of Very Young Animals to Arrest of the Brain Circulation,0002-9513,10.1152/ajplegacy.1940.130.3.588,,,,,
1940,Paul Larson,On the Mechanism of the Depression of the Serum Potassium Level by Epinephrine,0002-9513,10.1152/ajplegacy.1940.130.3.562,,,,,
1940,Robert Hodes,Reciprocal Innervation in the Small Intestine,0002-9513,10.1152/ajplegacy.1940.130.4.642,,,,,
1940,H. K. Hartline,The Effects of Spatial Summation in the Retina on the Excitation of the Fibers of the Optic Nerve,0002-9513,10.1152/ajplegacy.1940.130.4.700,,,,,
1940,Alfred M. Freedman; Herman Kabat,The Pressor Response to Adrenalin in the Course of Traumatic Shock,0002-9513,10.1152/ajplegacy.1940.130.4.620,,,,,
1940,Robert V. Brown,The Action of Water Moccasin Venom on the Isolated Frog Heart,0002-9513,10.1152/ajplegacy.1940.130.4.613,,,,,
1940,Emil Bozler,An Analysis of the Excitatory and Inhibitory Effects of Sympathetic Nerve Impulses and Adrenaline on Visceral Smooth Muscle,0002-9513,10.1152/ajplegacy.1940.130.4.627,,,,,
1940,N. W. Shock; Mayo H. Soley,Effect of Oxygen Tension of Inspired Air on the Respiratory Response of Normal Subjects to Carbon Dioxide,0002-9513,10.1152/ajplegacy.1940.130.4.777,,,,,
1940,Herbert C. Miller; Daniel C. Darrow,Relation of Muscle Electrolyte to Alterations in Serum Potassium and to the Toxic Effects of Injected Potassium Chloride,0002-9513,10.1152/ajplegacy.1940.130.4.747,,,,,
1940,C. R. Spealman,The Action of Ions on the Frog Heart,0002-9513,10.1152/ajplegacy.1940.130.4.729,,,,,
1940,John H. Ferguson,"The Action of Heparin, Serum Albumin (Crystalline), and Salmine on Blood-Clotting Mechanisms (In Vitro)",0002-9513,10.1152/ajplegacy.1940.130.4.759,,,,,
1940,H. K. Hartline,The Receptive Fields of Optic Nerve Fibers,0002-9513,10.1152/ajplegacy.1940.130.4.690,,,,,
1940,Selig Hecht; Joseph Mandelbaum,Dark Adaptation and Experimental Human Vitamin a Deficiency,0002-9513,10.1152/ajplegacy.1940.130.4.651,,,,,
1940,Lucinda Freeman; Victoria Johnson,The Hemolytic Action of Chyle,0002-9513,10.1152/ajplegacy.1940.130.4.723,,,,,
1940,L.A. Moore; J. F. Sykes,Cerebrospinal Fluid Pressure and Vitamin a Deficiency,0002-9513,10.1152/ajplegacy.1940.130.4.684,,,,,
1940,John Ferguson,Changes in Respiration on Inflation and Deflation of the Chest,0002-9513,10.1152/ajplegacy.1940.130.4.675,,,,,
1940,Daniel J. Collins; Angie S. Hamilton,"Pressor Responses Following Short, Complete Renal Ischemia: Characteristics, Mechanism, Specificity for Kidney",0002-9513,10.1152/ajplegacy.1940.130.4.784,,,,,
1940,Gregory Clark,Temperature Regulation in Chronic Cervical Cats,0002-9513,10.1152/ajplegacy.1940.130.4.712,,,,,
1940,J. P. Holt,The Measurement of Venous Pressure in Man Eliminating the Hydrostatic Factor,0002-9513,10.1152/ajplegacy.1940.130.4.635,,,,,
1940,Albert Segaloff; Warren O. Nelson,Growth and Development of Six Generations of Thymectomized Albino Rats,0002-9513,10.1152/ajplegacy.1940.130.4.671,,,,,
1940,W. H. Forbes; D. B. Dill; F. G. Hall,The Effect of Climate Upon the Volumes of Blood and of Tissue Fluid in Man,0002-9513,10.1152/ajplegacy.1940.130.4.739,,,,,
1940,Asher Finkel; W. C. Allee,The Effect of Traces of Tin on the Rate of Growth of Goldfish,0002-9513,10.1152/ajplegacy.1940.130.4.665,,,,,
1940,Daniel A. Brody; J. M. Werle; I. Meschan; James P. Quigley,"Intralumen Pressures of the Digestive Tract, Especially the Pyloric Region",0002-9513,10.1152/ajplegacy.1940.130.4.791,,,,,
1940,Mayo H. Soley; N. W. Shock,The Rate of Respiratory Adjusment to Postural Change,0002-9513,10.1152/ajplegacy.1940.130.4.771,,,,,
1940,Robert Hodes,The Efferent Pathway for Reflex Pupillo-Motor Activity,0002-9513,10.1152/ajplegacy.1940.131.1.144,,,,,
1940,A. P. Gagge,"Standard Operative Temperature, a Generalized Temperature Scale, Applicable to Direct and Partitional Calorimetry",0002-9513,10.1152/ajplegacy.1940.131.1.93,,,,,
1940,William H. Olson,Natural Isohemagglutination in Dogs,0002-9513,10.1152/ajplegacy.1940.131.1.203,,,,,
1940,C.‐E. A. Winslow; A. P. Gagge; L. P. Herrington,Heat Exchange and Regulation in Radiant Environments Above and Below Air Temperature,0002-9513,10.1152/ajplegacy.1940.131.1.79,,,,,
1940,Ernst Fischer,"The Relation Between Birefringence and Contractile Power of Normal, Hypertrophied, and Atrophied Skeletal Muscle",0002-9513,10.1152/ajplegacy.1940.131.1.156,,,,,
1940,Grace M. Roth; Milton A. Gabrielson,Variation in the Concentration of Acids of the Gastric Content in Normal Subjects Before and Following Immersion of Hand and Entire Body in Water at Various Temperatures,0002-9513,10.1152/ajplegacy.1940.131.1.195,,,,,
1940,Horace W. Davenport; R. B. Fisher,The Mechanism of the Secretion of Acid by the Gastric Mucosa,0002-9513,10.1152/ajplegacy.1940.131.1.165,,,,,
1940,René Wégria; Carl J. Wiggers,Factors Determining the Production of Ventricular Fibrillation by Direct Currents (With a Note on Chronaxie),0002-9513,10.1152/ajplegacy.1940.131.1.104,,,,,
1940,Chandler McC. Brooks; Isidore Gersh,Experiments on the Vascular Supply of the Rabbit's Hypophysis,0002-9513,10.1152/ajplegacy.1940.131.1.247,,,,,
1940,S. R. M. Reynolds; Frances I. Foster,Species Differences in the Cholinergic Action of Estrogen,0002-9513,10.1152/ajplegacy.1940.131.1.200,,,,,
1940,Sidney D. Leo; Myron Prinzmetal; Harvey A. Lewis,"Observations Upon the Pressor Substance Causing the Rise in Blood Pressure Following the Termination of Temporary, Complete Renal Ischemia",0002-9513,10.1152/ajplegacy.1940.131.1.18,,,,,
1940,Gloria Young; George Wald,The Mobilization of Vitamin a by the Sympathicoadrenal System,0002-9513,10.1152/ajplegacy.1940.131.1.210,,,,,
1940,Karl E. Mason,Minimal Requirements of Male and Female Rats for Vitamin E,0002-9513,10.1152/ajplegacy.1940.131.1.268,,,,,
1940,René Wégria; Carl J. Wiggers,Production of Ventricular Fibrillation by Alternating Currents,0002-9513,10.1152/ajplegacy.1940.131.1.119,,,,,
1940,A. Van Harreveld,The Effect of Asphyxiation of the Spinal Cord on Pain Sensibility,0002-9513,10.1152/ajplegacy.1940.131.1.1,,,,,
1940,Abe Ravin,Effects of Quinine on Mammalian Skeletal Muscle,0002-9513,10.1152/ajplegacy.1940.131.1.228,,,,,
1940,H. F. Haney; W. C. Roley; Peter A. Cole,The Effect of Bile on the Quantity and Digestive Activity of Small Intestinal Juice,0002-9513,10.1152/ajplegacy.1940.131.1.256,,,,,
1940,Rose Marrazzi,The Influence of Adrenalectomy and of Fasting on the Intestinal Absorption of Carbohydrates,0002-9513,10.1152/ajplegacy.1940.131.1.36,,,,,
1940,J. Feldman; Ruth Cortell; Ernst Gellhorn,On the Vago-Insulin and Sympathetico-Adrenal System and Their Mutual Relationship Under Conditions of Central Excitation Induced by Anoxia and Convulsant Drugs,0002-9513,10.1152/ajplegacy.1940.131.1.281,,,,,
